Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZGZ,Goods-producing industries,Nitrous oxide,2020.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.03,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.06,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.03,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.12,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.03,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.06,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.09,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.12,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.03,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.06,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.03,10555,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.06,7510,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.09,7950,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.12,9878,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.03,10629,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.06,7510,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.09,7959,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.12,9975,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.03,10869,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.06,7578,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.09,8050,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.12,10164,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.03,10826,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.06,7510,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.09,7992,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.12,10201,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.03,10924,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.06,7553,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.09,8059,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.12,10332,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.03,10769,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.06,7457,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.09,7954,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.12,10201,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.03,10603,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.06,7343,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.09,7837,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.12,10040,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.03,10555,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.06,7318,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.09,7808,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.12,10018,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.03,10640,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.06,7369,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.09,7853,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.12,10066,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.03,11136,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.06,7577,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.09,7499,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.12,9860,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.03,11071,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.06,7516,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.09,7516,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.12,9907,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.03,10740,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.06,7370,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.09,7695,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.12,9860,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.03,10642,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.06,6998,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.09,7480,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.12,10319,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.03,10286,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.06,6776,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.09,7239,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.12,9981,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.03,10092,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.06,6648,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.09,7104,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.03,1061,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.06,927,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.09,941,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.12,1053,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.03,1131,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.06,953,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.09,999,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.12,1098,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.03,1134,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.06,974,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.09,998,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.12,1158,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.03,1084,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.06,934,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.09,979,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.12,1149,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.03,1183,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.06,912,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.09,955,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.12,1053,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.03,1013,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.06,963,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.09,1023,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.12,1102,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.03,1055,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.06,880,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.09,934,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.12,992,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.03,958,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.06,844,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.09,966,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.12,1064,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.03,1041,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.06,877,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.09,970,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.12,993,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.03,1096,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.06,942,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.09,995,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.12,1092,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.03,1073,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.06,798,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.09,933,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.12,1034,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.03,1006,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.06,862,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.09,858,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.12,988,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.03,998,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.06,855,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.09,868,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.12,986,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.03,973,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.06,838,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.09,830,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.12,995,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.03,1037,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.06,838,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.09,873,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.03,13209,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.06,9933,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.09,10519,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.12,12520,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.03,13378,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.06,9985,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.09,10613,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.12,12688,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.03,13659,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.06,10098,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.09,10725,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.12,12960,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.03,13557,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.06,9983,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.09,10653,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.12,13015,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.03,13814,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.06,10071,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.09,10763,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.12,13106,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.03,13487,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.06,10011,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.09,10703,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.12,13002,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.03,13356,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.06,9818,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.09,10503,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.12,12735,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.03,13223,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.06,9767,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.09,10515,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.12,12798,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.03,13419,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.06,9880,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.09,10591,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.12,12793,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.03,13969,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.06,10155,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.09,10267,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.12,12696,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.03,13910,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.06,9976,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.09,10253,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.12,12714,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.03,13472,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.06,9848,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.09,10329,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.12,12545,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.03,13288,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.06,9341,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.09,10007,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.12,12976,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.03,12814,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.06,9030,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.09,9657,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.12,12576,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.03,12637,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.06,8858,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.09,9519,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.03,0,Actual,Kilotonnes,Carbon dioxide equivalents
