Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZPZ,Primary industries,Methane,2024.03,8452,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.06,8397,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.09,8386,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.03,985,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.06,1013,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.09,999,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.12,988,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.03,1050,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.06,1043,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.09,1059,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.12,1029,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.03,1055,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.06,1068,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.09,1053,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.12,1082,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.03,1014,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.06,1027,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.09,1028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.12,1069,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.03,1115,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.06,1004,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.09,995,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.12,980,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.03,960,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.06,1064,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.09,1056,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.12,1029,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.03,1002,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.06,973,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.09,957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.12,931,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.03,908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.06,936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.09,986,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.12,1002,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.03,984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.06,972,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.09,994,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.12,936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.03,1030,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.06,1044,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.09,1028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.12,1028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.03,1004,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.06,879,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.09,976,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.12,970,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.03,938,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.06,947,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.09,908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.12,924,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.03,927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.06,937,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.09,928,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.12,920,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.03,901,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.06,918,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.09,890,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.12,927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.03,957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.06,918,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.09,939,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.03,11463,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.06,11617,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.09,11616,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.12,11518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.03,11601,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.06,11693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.09,11730,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.12,11652,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.03,11836,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.06,11862,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.09,11865,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.12,11856,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.03,11760,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.06,11764,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.09,11789,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.12,11857,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.03,12005,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.06,11897,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.09,11906,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.12,11896,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.03,11755,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.06,11830,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.09,11832,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.12,11795,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.03,11643,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.06,11599,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.09,11612,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.12,11585,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.03,11493,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.06,11512,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.09,11669,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.12,11696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.03,11584,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.06,11622,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.09,11830,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.12,11726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.03,11979,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.06,11934,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.09,11554,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.12,11624,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.03,11869,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.06,11780,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.09,11590,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.12,11553,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.03,11499,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.06,11724,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.09,11698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.12,11276,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.03,11369,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.06,11243,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.09,11348,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.12,11507,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.03,11023,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.06,10957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.09,10961,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.12,11051,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.03,10903,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.06,10807,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.09,10810,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.03,0,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.06,0,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.09,0,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.03,1565,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.06,1574,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.09,1581,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.12,1582,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.03,1590,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.06,1602,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.09,1608,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.12,1607,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.03,1628,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.06,1629,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.09,1630,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.12,1628,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.03,1620,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.06,1624,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.09,1635,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.12,1651,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.03,1681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.06,1694,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.09,1701,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.12,1704,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.03,1681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.06,1677,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.09,1678,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.12,1682,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.03,1676,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.06,1681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.09,1683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.12,1685,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.03,1688,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.06,1691,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.09,1692,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.12,1698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.03,1714,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.06,1721,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.09,1718,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.12,1716,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.03,1714,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.06,1728,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.09,1719,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.12,1723,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.03,1744,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.06,1763,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.09,1744,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.12,1746,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.03,1706,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.06,1726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.09,1709,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.12,1668,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.03,1630,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.06,1598,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
